id_libro,name,price,descr_short,descr_full,brand,barcode,image,features
74,Basqueland Santa Clara Lata 44 cl.,2.93,Lager / Helles,"Helles Lager de 4.8% ABV.
Lager inspirada en las icónicas Helles del sur de Alemania. Su nombre proviene de la isla en la Bahía de la Concha, en San Sebastián. Auténtica en el estilo, es limpia y de color amarillo pajizo. Muestra una estructura de maltas clásicas que aportan un dulzor que recuerda a las pipas de girasol acompañado de lúpulos nobles (Tettnanger). con toques florales y un sutil amargor a hierba dulce. 
La cerveza más querida por los cerveceros de Basqueland y la más galardonada de su colección.",Basqueland Brewing,8463,https://www.labirratorium.com/30710-large_default/basqueland-santa-clara.jpg,"{'Estilo': 'MUNICH HELLES', 'Origen': 'Guipuzkoa', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.2', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Lúpulos': 'Tettnanger', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Amarillo pálido', 'Envase': 'Lata', 'OLD-REF': '8437016945704'}"
75,"Oud Beersel Oude Kriek Vieille 37,5 cl.",8.05,Lambic / Kriek,"Oud Beersel Oude Kriek es una cerveza artesana de Lambic. Oud Beersel madurada en viejas barriles de madera y elaborada con guindas naturales. Las cerezas vienen absortas lentamente en el Lambic, en este modo se desarrolla una cerveza de carácter afrutado y de color rojo rubí.
Oude Kriek es único ya que contiene aproximadamente 400 gramos de cerezas por litro.
Fragancia sorprendente de guindas y almendras. Tiene una agradable acidez de champán. Las guindas naturales revelan una frutosidad abrumadora y con el toque de las semillas de almendra, completan el placer. Con la re-fermentación espontánea, casa las guindas con el Lambic formando juntos una placentera experiencia de degustación.",Oud Beersel,5120,https://www.labirratorium.com/6148-large_default/oud-beersel-oude-kriek-vieille-375-cl.jpg,"{'Estilo': 'KRIEK', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '6', 'Otros ingredientes': 'Cerezas Naturales. Envejecida en Barriled de Madera', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella', 'OLD-REF': '5425018070329'}"
76,Chimay Roja Premiére 75 cl.,5.9,Belgian Dubbel,"Cerveza trapense posee un hermoso color cobrizo que la hace especialmente atractiva, con espuma cremosa. Emana un ligero aroma frutal a albaricoque, que proviene de la fermentación. En boca se siente el equilibrio que confirman los matices frutales que revelan en el olfato.
Esta tradicional cerveza belga se debe tomar a temperatura de 10 a 12ºC.
La Chimay Roja es la cerveza más antigua de la cervecera.",Chimay,15124,https://www.labirratorium.com/22802-large_default/chimay-roja-premiere-75-cl.jpg,"{'Estilo': 'DUBBEL', 'Origen': 'Belgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '7', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'German Hallertaur y American Galena', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '19', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': ''}"
77,3 Fonteinen Hommage  (season 18|19) Blend No. 33 75 cl.,49.95,Lambic / Fruit,"Cerveza de fermentación espontánea (Lambic) sin filtrar ni pasteurizar elaborada con una proporción de 760 a 800 gramos de frambuesas y 200 a 240 gramos de cerezas agrias por litro de Lambic. Posteriormente, esta mezcla con más Lambic para obtener una intensidad mínima del 35% de fruta y que dan como resultado una cerveza extremadamente compleja, con cuerpo y un intenso aroma a frutos rojos del bosque.",3 Fonteinen,5775,https://www.labirratorium.com/6889-large_default/3-fonteinen-hommage.jpg,"{'Estilo': 'FRUIT LAMBIC', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.5', 'Otros ingredientes': 'Frambuesas y Cerezas', 'Volumen (cl)': '75', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella', 'OLD-REF': ''}"
78,Drunken Bros Rosemary,2.95,American Pale Ale con romero,"El primer impacto en nariz es diferente e inesperado, mezcla del romero y el lúpulo cítrico. De color naranja profundo, posee un cuerpo medio y un nivel bajo de carbónico que la hace muy cómoda en el trago. Es una cerveza equilibrada, con toque herbal y donde no sobresale ni dulzor ni amargor. Una APA diferente, sin lugar a dudas.
http://www.drunkenbrosbrewery.com/",,430,https://www.labirratorium.com/792-large_default/drunken-bros-rosemary.jpg,"{'Origen': 'Euskadi', '% Alc. Exacto': '5.5', 'Volumen (cl)': '33', 'Maltas': 'Pale y Caramunich', 'Lúpulos': 'Cascade', 'IBU Exacto': '38', 'OLD-REF': ''}"
79,Duvel,2.45,Belgian Strong Golden Ale,"Cerveza de color amarillo pálido de 8.5% ABV, con aromas cítricos, afrutados y a pan. Sabor maltoso y a levadura. Refrescante a la vez que compleja. Ligero toque alcohólico.",Duvel Moortgat,77,https://www.labirratorium.com/97-large_default/duvel.jpg,"{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n33', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '5411681014005'}"
80,3 Fonteinen Intens Rood 2018 75 cl.,33.95,Lambic / Kriek,"Cerveza de fermentación espontánea de 5% ABV sin filtrar ni pasteurizar macerada con cerezas agrias enteras recogidas a mano con Lambic durante un periodo de 6 meses, con una proporción de 1 Kg. fruta por litro de Lambic. Posteriormente se vuelve a mezclar con más Lambic para obtener una intensidad mínima de fruta de 450 gramos por litro. Acabado el proceso, fermenta otros 6 meses en la botella.",3 Fonteinen,5777,https://www.labirratorium.com/6892-large_default/3-fonteinen-intense-red.jpg,"{'Estilo': 'KRIEK', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Otros ingredientes': 'Cerezas Agrias', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella', 'OLD-REF': '5425007810981'}"
81,Aecht Schlenkerla Rauchbier Fastenbier - Lentbeer,2.7,Rauchbier / Lager,"La Schlenkerla Fastenbier original, es una cerveza ahumada sin filtrar, elaborada de acuerdo con la Ley de Pureza de Baviera de 1516. La levadura de baja fermentación aporta a esta maravillosa cerveza su característico color marrón rojizo y una turbidez natural. El embaucador aroma ahumado, combina a la perfección con un final con notas lupuladas. De cuerpo entero y muy bebible, en boca muestra su fuerte sabor a malta, redondeado con su delicioso sabor ahumado y un ligero amargor 
Contiene levadura nutritiva.",Schlenkerla,4897,https://www.labirratorium.com/5914-large_default/aecht-schlenkerla-fastenbier.jpg,"{'Estilo': 'RAUCHBIER', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.9', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '35', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '4037458000166'}"
82,Basqueland Santa Clara,2.66,Lager / Helles,"Helles Lager de 4.8% ABV.
Lager inspirada en las icónicas Helles del sur de Alemania. Su nombre proviene de la isla en la Bahía de la Concha, en San Sebastián. Auténtica en el estilo, es limpia y de color amarillo pajizo. Muestra una estructura de maltas clásicas que aportan un dulzor que recuerda a las pipas de girasol acompañado de lúpulos nobles (Tettnanger). con toques florales y un sutil amargor a hierba dulce. 
La cerveza más querida por los cerveceros de Basqueland y la más galardonada de su colección.",Basqueland Brewing,9325,https://www.labirratorium.com/31904-large_default/basqueland-santa-clara.jpg,"{'Estilo': 'MUNICH HELLES', 'Origen': 'Gipuzkoa', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.2', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '8437016945841'}"
83,St. Bernardus Tripel,2.55,Belgian Tripel,"Cerveza belga de estilo Triple de color ámbar pálido y 8% ABV.
En boca es afrutada, floral y excelentemente equilibrada con el dulzor proporcionado por la malta y su final ligeramente amargo.",St. Bernardus ,3208,https://www.labirratorium.com/3878-large_default/st-bernardus-tripel.jpg,"{'Estilo': 'TRIPEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '54079038'}"
84,Kasteel Barista Chocolate Quad,2.95,ABT / Quadrupel,"La cerveza Kasteel Barista Quad chocolate es el sucesor de la cerveza Kasteel invierno, una cerveza de temporada que ha sido continuado. Barista es una cerveza oscura de degustación que se puede disfrutar durante todo el año. El nombre Barista viene del mundo del café, y está muy bien reflejado en el color oscuro de la cerveza y una delicada capa de espuma, de color crema.",Van Honsebrouck,3063,https://www.labirratorium.com/3698-large_default/kasteel-barista-chocolate-quad.jpg,"{'Estilo': 'QUADRUPEL / DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '11', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pale Ale, Pilsen, Malta de Cebada Tostada', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5411081005696'}"
85,Kloster Andechs Spezial Hell,2.5,Lager / Helles / Dortmunder Export,"Brillo y apariencia clara, espuma estable de finas burbujas. Aroma a malta, fresco y limpio.Sabor redondo, agradablemente amargo. Equilibradas notas dulces y amargas del lúpulo.",Klosterbrauerei Andechs,1349,https://www.labirratorium.com/2551-large_default/andech-spezial-hell.jpg,"{'Estilo': 'MUNICH HELLES', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.9', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '17', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '$4013024000211'}"
86,Hitachino Nest Real Ginger Ale,4.85,Ginger Ale,"Cerveza de color ambarino, aroma fuerte y muy especiado, de 8% ABV elaborada con jengibre y lúpulos Chinook, Perle y Styrian Golding.
",Kiuchi Hitachino,85,https://www.labirratorium.com/1435-large_default/hitachino-nest-real-ginger-ale.jpg,"{'Estilo': 'GINGER BEER', 'Origen': 'Japon', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8', 'Otros ingredientes': 'Jengibre', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Marris Otter, Munich, Crystal, Chocolate', 'Lúpulos': 'Chinook, Perle, Styrian Golding', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '4934418001914'}"
87,Leffe Brune,1.8,,,Leffe (InBev),19674,https://www.labirratorium.com/33021-large_default/leffe-brune.jpg,{}
88,Mahr's Bräu aU Ungespundet Naturtrüb,3.4,Kellerbier,"Cerveza Lager alemana sin filtrar de estilo Kellerbier de 5.2% ABV, de color amarillo turbio, con un agradable carácter a malta suave y mucho cuerpo. 
Una cerveza para disfrutar tanto en una buena comida, como para disfrutar una tarde después de un largo día de trabajo",Mahr's Bräu,14646,https://www.labirratorium.com/21642-large_default/mahr-s-braeu-au-ungespundet-naturtrueb.jpg,"{'Estilo': 'KELLERBIER', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.2', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Hallertauer Perle', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '25', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
89,Trappistes Rochefort 6,2.8,Belgian Dubbel,"Cerveza de estilo Belgian Strong Ale de 7.5% ABV.
Es la más antigua de las cervezas trapenses de Rochefort. De color rojizo, cuerpo suave y paladar terroso.",Rochefort,1318,https://www.labirratorium.com/11336-large_default/trapistes-rochefort-6.jpg,"{'Estilo': 'DUBBEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '7.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '35', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5412858000067'}"
90,Löwenbräu Oktoberfestbier 2022,2.45,Oktoberfest,"Cerveza elaborada para el Oktoberfest de Munich brillante y resplandeciente, con cuerpo y ligeras notas especiadas.",Löwenbräu Munich,12179,https://www.labirratorium.com/15711-large_default/lowenbraau-oktoberfest.jpg,"{'Estilo': 'OKTOBERFEST', 'Origen': 'Alemania', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.1', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '23', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '$4078600015973'}"
91,Espiga Hop Collection Series Mosaic,3.45,Pale Ale,"Espiga Hop Collection Mosaic Edition
Perteneciente a la Hop Collection Series, la 1, monovarietal de Mosaic
Cerveza rubia de cuerpo ligero medio, con notas afrutadas y herbales. ",Espiga,617,https://www.labirratorium.com/980-large_default/espiga-mosaic.jpg,"{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'Barcelona', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Mosaic', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '25', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '8425402460207'}"
92,Kwak,2.5,Belgian Strong Dark Ale,"Cerveza belga de 8.4% ABV de color cobrizo y burbuja muy fina. Rica de sabores, destacan los aromas a cereales, fruta, fondo floral y ligeros tostados.",Brouwerij Bosteels (AB InBev),355,https://www.labirratorium.com/740-large_default/kwak-33cl.jpg,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8.4', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '54050051'}"
93,Cantillon Oude Kriek 75cl,22.95,Lambic / Kriek,"Cerveza de fermentación espontánea (Lambic) sin filtrar ni pasteurizar elaborada con grandes cantidades de cerezas frescas.
De color rojizo-magenta y aromas afrutados, cítricos, florales, lácticos.... Sabor dulce y un toque tímidamente ácido.",Cantillon,1343,https://www.labirratorium.com/9131-large_default/cantillon-kriek-75cl.jpg,"{'Estilo': 'KRIEK', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Otros ingredientes': 'Cerezas', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella', 'OLD-REF': '5411024000023'}"
94,Cloudwater Smoked Lager,5.7,Lager ahumada,,Cloudwater Brew Co.,19655,https://www.labirratorium.com/33006-large_default/cloudwater-smoked-lager.jpg,"{'% Alc. Exacto': '5', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Envase': 'Lata'}"
95,Göller Kellerbier,2.4,Kellerbier,"Lager alemanda con 4.9% ABV de estilo Kellerbier, elaborada según la Ley de Pureza Bávara.
Cerveza de color dorado y ligeramente turbia. Aromas a pan y ligeros toques herbáceos.En boca, sabores maltosos (a pan y creales) y final ligeramente amargo.",Brauerei Göller,16042,https://www.labirratorium.com/25052-large_default/goeller-kellerbier.jpg,"{'Estilo': 'KELLERBIER', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.9', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
96,Riegele Æchtes Dunkel,2.35,Lager / Munich Dunkel,"Cerveza oscura alemana de baja fermentación con 4.9% ABV de estilo Dunkel.
Aechtes Dnckel debe su pedigrí a años de elaboración artesanal con solo las maltas bávaras doblemente tostadas y cuidadosamente seleccionadas. Solo este procedimiento garantiza el delicado sabor tostado y particularmente equilibrado.
Cerveza sin pasteurizar..",Brauhaus Riegele,18039,https://www.labirratorium.com/29716-large_default/riegele-aechtes-dunkel.jpg,"{'Estilo': 'DUNKEL', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.9', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '16', 'Color': 'Marrón', 'Envase': 'Botella'}"
97,De Cam Framboise Lambiek,33.6,Lambic / Fruited,"De Cam Framboise Lambiek is made with young lambic beer and about 30 Kg. raspberries per 100 L. framboise. This beer has no foam head and has a freswh and sour raspberry taste. No adding of artificial sweeteners, aromas or pigment.",Geuzestekerij De Cam,8446,https://www.labirratorium.com/9822-large_default/de-cam-framboise-lambiek.jpg,"{'Origen': 'Bélgica', '% Alc. Exacto': '6', 'Otros ingredientes': 'Frambuesas', 'Volumen (cl)': '75', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'OLD-REF': ''}"
98,Westvleteren 8,13.95,Belgian Strong Dark Ale,"Considerada una de las mejores y reconocidas cervezas belgas del mundo y complicada de conseguir, ya que tiene la producción más pequeña de las cervezas trapenses y solo una pequeña parte sale de la Abadía de Sint Sixtus. ",Westvleteren,2102,https://www.labirratorium.com/30775-large_default/westvleteren-8.jpg,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '35', 'Color': 'Marrón', 'Envase': 'Botella'}"
99,Ayinger Bairisch Premium-Pils,2.25,Pilsner,"Cerveza rubia de estilo Bohemian Pilsner de 5% ABV elaborada con cebada cultivada por Ayinger y lúpulos Hallertau y Tetnang.
Ligera, equilibrada y muy redonda. Perfecta para el aperitivo.",Ayinger,3293,https://www.labirratorium.com/3971-large_default/ayinger-bairisch-premium-pils.jpg,"{'Estilo': 'PILSNER ', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Hallertay y Tetnang', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '4104170021202'}"
100,Bacchus Kriekenbier,3.7,Flanders Red Ale con cerezas,"Cerveza belga de 5.8% ABV dulce, ácida y afrutada de estilo Flanders Red Ale elaborada con cerezas.",Van Honsebrouck,2104,https://www.labirratorium.com/2495-large_default/bacchus-krieken.jpg,"{'Estilo': 'FLANDERS RED ALE', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.8', 'Otros ingredientes': 'Cerezas', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella'}"
101,HORAL's Oude Geuze Mega Blend 2022,21.6,Lambic / Gueuze,"Cerveza de fermentación espontánea (Lambic) de 7% ABV, elaborada a partir de una mezcla de lambic jóvenes y viejas.
Cada dos años,  con motivo de la celebración del Toer de Geuze en Bélgica, el HORAL (Hoge Raad Voor Ambachtelijke Lambikbieren), el Consejo Superior de Cervezas Lámbicas Tradicionales, en el que se agrupan casi todos los principales fabricantes de cervezas Lambic, elaboran una edición de una Oude Gueze especial.
Esta Oude Gueze es conocida como Megablend, al ser un blend elaborado a partir de Lambic jóvenes y añejas, en el que participan todos los miembros del HORAL. Suele ser una de las cervezas más apreciadas y cotizadas dentro del estilo, por su complejidad y exclusividad.
Con motivo del 25º aniversario de la asociación de cerveceros y el 14º Toer de Geuze, los 11 miembros del HORAL han creado para este año, la HORAL Megablend 2022.
Esta Oude Gueze está elaborada a partir de una mezcla de Lambic joven y vieja de los siguientes productores:Boon, Oude Cam, De Troch, Den Herberg, Hanssens, Lambiek Fabrik, Lindemans, Mort Subite, Oud Beersel, Tilquin y Timmermans. Se llenaron un total de 29.300 botellas.
El exterior de la botella está serigrafiado con un diseño festivo tricolor. En la parte delantera se encuentra el logo de HORAL, el nombre de todos los fabricantes, la fecha 1997-2022, una bandera con el número 25 y la etiqueta europea GTS. Sin duda es el Megablend más especial elaborado hasta la fecha. Una buena ocasión para hacer una cata vertical con las ediciones de años pasados y apreciar su evolución en la botella.
",Brouwerij F. Boon,7833,https://www.labirratorium.com/32323-large_default/horal-s-oude-geuze-mega-blend-2021.jpg,"{'Estilo': 'GUEUZE', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '7', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '5412783252821'}"
102,Ayinger Kellerbier,2.9,Kellerbier,"Cerveza Lager de bodega sin filtrar, con ligera turbidez y agradable sabor amargo. Como se embotella sin filtrar, muchos elementos naturales como son las proteínas y la levadura permanecen contenidos en la cerveza, con lo cual se puede apreciar toda la plenitud de sabor.
Elaborada en conmemoración al fundador de Ayinger, Johann Liebhard.",Ayinger,841,https://www.labirratorium.com/1436-large_default/ayinger-kellerbier-50cl.jpg,"{'Estilo': 'KELLERBIER', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.9', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '$$4104170020021'}"
103,Ayinger Jahrhundert,2.9,Helles / Dortmunder Export,"Lager Helles de 5.5% ABV elaborada por primer vez en 1978 para celebrar el 100 Aniversario de la fabrica de Ayinger.
Cerveza de color amarillo dorado, aromas a cereal y miel, con cuerpo pero muy suave en el paladar. El toque amargo y seco final es muy equilibrado.
Una verdadera joya para los amantes de las cervezas de baja fermentación.",Ayinger,14203,https://www.labirratorium.com/20547-large_default/ayinger-jahrhundert-50-cl.jpg,"{'Estilo': 'MUNICH HELLES', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '22', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
104,Duchesse De Bourgogne 75 cl.,10.45,Oud Bruin/ Flanders Red Ale,"Cerveza belga de estilo Ale Roja de 6.2% ABV de marcado carácter ácido y dulce.
Se elabora en la región de Flandes, con maltas tostadas y lúpulos de poco amargor, para posteriormente dejarla madurar durante 18 meses en barricas de roble, lo que aporta una gran complejidad y notas frutales y vinosas.",Verhaeghe,13765,https://www.labirratorium.com/27373-large_default/duchesse-de-bourgogne.jpg,"{'Estilo': 'FLANDERS RED ALE\nOUD BRUIN\nOud Bruin / Franders Red Ale', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.2', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '5411364151119'}"
105,De Cam Wilde Bosbessen,31.95,Lambic / Fruit,De Cam Wilde Bosbessen es una Lambic sin filtrar ni pasteurizar elaborada con 40 Kg. de arándanos silvestres por cada 100 litros de cerveza de Lambic joven y añejada posteriormente en barricas de roble.,Geuzestekerij De Cam,9555,https://www.labirratorium.com/11025-large_default/de-cam-wilde-bosbessen.jpg,"{'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Otros ingredientes': 'Arándanos Silvestres', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella', 'OLD-REF': '5425021680140'}"
106,DouGall's Leyenda,2.45,Extra Special / Strong Bitter,"Extra Special Bitter de 5.8% ABV elaborada con lúpulos Warrior, Cascade y Celeia.
Cerveza ligeramente tostada y amarga estilo  
Apariencia: Color ambarino, cristalina y espuma ligera
Aroma :  A cereales, frutales, cítricos y herbáceos
Sabor: En boca un punto especiado y amargo muy refrescante, muy bien equilibrada, ligera y que invita a seguir bebiendo. Color ambarino, cristalina y espuma ligera.",Cerveza Dougall's,157,https://www.labirratorium.com/8453-large_default/dougall-s-leyenda.jpg,"{'Estilo': 'ENGLISH BITTER', 'Origen': 'Cantabria', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.8', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter y Crystal', 'Lúpulos': 'Warrior, Cascade y Celeia', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '35', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '8437012473003'}"
